full_name,table_schema,table_name,ordinal_position,column_name,data_type,comment
lakeflow.zerobus_stream,lakeflow,zerobus_stream,10,data_format,string,Data format used for passing data
lakeflow.zerobus_stream,lakeflow,zerobus_stream,11,errors,"array<struct<error_code:bigint,error_message:string,timestamp:timestamp>>",The errors that occurred while using the stream
mlflow.experiments_latest,mlflow,experiments_latest,0,account_id,string,The ID of the account containing the MLflow experiment
mlflow.experiments_latest,mlflow,experiments_latest,1,update_time,timestamp,The system time when the experiment was last updated
mlflow.experiments_latest,mlflow,experiments_latest,2,delete_time,timestamp,The system time when the MLflow experiment was soft-deleted by the user
mlflow.experiments_latest,mlflow,experiments_latest,3,workspace_id,string,The ID of the workspace containing the MLflow experiment
mlflow.experiments_latest,mlflow,experiments_latest,4,experiment_id,string,The ID of the MLflow experiment
mlflow.experiments_latest,mlflow,experiments_latest,5,name,string,User-provided name of the experiment
mlflow.experiments_latest,mlflow,experiments_latest,6,create_time,timestamp,The system time when the experiment was created
mlflow.run_metrics_history,mlflow,run_metrics_history,0,account_id,string,The ID of the account containing the MLflow run to which the metric was logged
mlflow.run_metrics_history,mlflow,run_metrics_history,1,insert_time,timestamp,The system time when the metric was inserted
mlflow.run_metrics_history,mlflow,run_metrics_history,2,record_id,string,A unique identifier of the metric to distinguish between identical values
mlflow.run_metrics_history,mlflow,run_metrics_history,3,workspace_id,string,The ID of the workspace containing the MLflow run to which the metric was logged
mlflow.run_metrics_history,mlflow,run_metrics_history,4,experiment_id,string,The ID of the MLflow experiment containing the MLflow run to which the metric was logged
mlflow.run_metrics_history,mlflow,run_metrics_history,5,run_id,string,The ID of the MLflow run to which the metric was logged
mlflow.run_metrics_history,mlflow,run_metrics_history,6,metric_name,string,The metric name
mlflow.run_metrics_history,mlflow,run_metrics_history,7,metric_time,timestamp,The user-specified time when the metric was computed
mlflow.run_metrics_history,mlflow,run_metrics_history,8,metric_step,bigint,The step (e.g. epoch) of model training or agent development at which the metric was logged
mlflow.run_metrics_history,mlflow,run_metrics_history,9,metric_value,double,The metric value
mlflow.runs_latest,mlflow,runs_latest,0,account_id,string,The ID of the account containing the MLflow run
mlflow.runs_latest,mlflow,runs_latest,1,update_time,timestamp,The system time when the run was last updated
mlflow.runs_latest,mlflow,runs_latest,2,delete_time,timestamp,The system time when the MLflow run was soft-deleted by the user
mlflow.runs_latest,mlflow,runs_latest,3,workspace_id,string,The ID of the workspace containing the MLflow run
mlflow.runs_latest,mlflow,runs_latest,4,run_id,string,The ID of the MLflow run
mlflow.runs_latest,mlflow,runs_latest,5,experiment_id,string,The ID of the MLflow experiment containing the MLflow run
mlflow.runs_latest,mlflow,runs_latest,6,created_by,string,"The name of the Databricks principal, user, or group that created the MLflow run."
mlflow.runs_latest,mlflow,runs_latest,7,start_time,timestamp,The user-specified time when the MLflow run started
mlflow.runs_latest,mlflow,runs_latest,8,end_time,timestamp,The user-specified time when the MLflow run ended
mlflow.runs_latest,mlflow,runs_latest,9,run_name,string,The name of the MLflow run
mlflow.runs_latest,mlflow,runs_latest,10,status,string,The execution status of the MLflow run
mlflow.runs_latest,mlflow,runs_latest,11,params,"map<string,string>",Key-value parameters of the MLflow run
mlflow.runs_latest,mlflow,runs_latest,12,tags,"map<string,string>",Key-value tags set on the MLflow run
mlflow.runs_latest,mlflow,runs_latest,13,aggregated_metrics,"array<struct<metric_name:string,min_value:double,max_value:double,latest_value:double>>",An aggregated view summarizing the metrics in the run_metrics_history
query.history,query,history,0,account_id,string,ID of the account.
query.history,query,history,1,workspace_id,string,The ID of the workspace where the query was run.
query.history,query,history,2,statement_id,string,The ID that uniquely identifies the execution of the statement. You can use this ID to find the statement execution in the Query History UI.
query.history,query,history,3,executed_by,string,The email address or username of the user who ran the statement.
query.history,query,history,4,session_id,string,The Spark session ID.
query.history,query,history,5,execution_status,string,"The statement termination state. Possible values are:

FINISHED: execution was successful

FAILED: execution failed with the reason for failure described in the accompanying error message

CANCELED: execution was canceled"
query.history,query,history,6,compute,"struct<type:string,cluster_id:string,warehouse_id:string>",A struct that represents the type of compute resource used to run the statement and the ID of the resource where applicable. The type value will be WAREHOUSE.
query.history,query,history,7,executed_by_user_id,string,The ID of the user who ran the statement.
query.history,query,history,8,statement_text,string,"Text of the SQL statement. If you have configured customer-managed keys, statement_text is empty."
query.history,query,history,9,statement_type,string,"The statement type. For example: ALTER, COPY, and`INSERT`."
query.history,query,history,10,error_message,string,"Message describing the error condition. If you have configured customer-managed keys, error_message is empty."
query.history,query,history,11,client_application,string,"Client application that ran the statement. For example: Databricks SQL, Tableau, and Power BI."
query.history,query,history,12,client_driver,string,"The connector used to connect to Databricks to run the statement. For example: Databricks SQL Driver for Go, Databricks ODBC Driver, Databricks JDBC Driver."
query.history,query,history,13,total_duration_ms,bigint,Total execution time of the statement in milliseconds ( excluding result fetch time ).
query.history,query,history,14,waiting_for_compute_duration_ms,bigint,Time spent waiting for compute resources to be provisioned in milliseconds.
query.history,query,history,15,waiting_at_capacity_duration_ms,bigint,Time spent waiting in queue for available compute capacity in milliseconds.
query.history,query,history,16,execution_duration_ms,bigint,Time spent executing the statement in milliseconds.
query.history,query,history,17,compilation_duration_ms,bigint,Time spent loading metadata and optimizing the statement in milliseconds.
query.history,query,history,18,total_task_duration_ms,bigint,The sum of all task durations in milliseconds. This time represents the combined time it took to run the query across all cores of all nodes. It can be significantly longer than the wall-clock duration if multiple tasks are executed in parallel. It can be shorter than the wall-clock duration if tasks wait for available nodes.
query.history,query,history,19,result_fetch_duration_ms,bigint,"Time spent, in milliseconds, fetching the statement results after the execution finished."
query.history,query,history,20,start_time,timestamp,The time when Databricks received the request. Timezone information is recorded at the end of the value with +00:00 representing UTC.
query.history,query,history,21,end_time,timestamp,"The time the statement execution ended, excluding result fetch time. Timezone information is recorded at the end of the value with +00:00 representing UTC."
query.history,query,history,22,update_time,timestamp,The time the statement last received a progress update. Timezone information is recorded at the end of the value with +00:00 representing UTC.
query.history,query,history,23,read_partitions,bigint,The number of table partitions read after table partition pruning.
query.history,query,history,24,pruned_files,bigint,The number of pruned files during table partition and file pruning.
query.history,query,history,25,read_files,bigint,The number of files read after table partition and file pruning.
query.history,query,history,26,read_rows,bigint,"The number of rows output from scans after table partition, file, in file and row pruning."
query.history,query,history,27,produced_rows,bigint,Total number of rows returned by the statement.
query.history,query,history,28,read_bytes,bigint,The number of bytes of files read after IO pruning.
query.history,query,history,29,read_io_cache_percent,tinyint,The percentage of bytes of persistent data read from the IO cache.
query.history,query,history,30,from_result_cache,boolean,TRUE indicates that the statement result was fetched from the cache.
query.history,query,history,31,spilled_local_bytes,bigint,"Size of data, in bytes, temporarily written to disk while executing the statement."
query.history,query,history,32,written_bytes,bigint,The size in bytes of persistent data written to cloud object storage.
query.history,query,history,33,shuffle_read_bytes,bigint,The total amount of data in bytes sent over the network.
query.history,query,history,34,query_source,"struct<job_info:struct<job_id:string,job_run_id:string,job_task_run_id:string>,legacy_dashboard_id:string,dashboard_id:string,alert_id:string,notebook_id:string,sql_query_id:string,genie_space_id:string,pipeline_info:struct<pipeline_id:string,update_id:string>>","A struct that contains key-value pairs representing one or more Databricks entities that were involved in the execution of this statement, such as jobs, notebooks, or dashboards. This field only records Databricks entities and are not sorted by execution order. Statement executions that contain multiple IDs indicate that the execution was triggered by multiple entities: for example, an Alert may trigger on a Job result and call a SQL Query, so all three IDs will be populated within query_source."
query.history,query,history,35,executed_as_user_id,string,The ID of the user or service principal whose privilege was used to run the statement.
query.history,query,history,36,executed_as,string,The name of the user or service principal whose privilege was used to run the statement.
query.history,query,history,37,written_rows,bigint,Total number of rows of persistent data written to cloud object storage.
query.history,query,history,38,written_files,bigint,The number of files of persistent data written to cloud object storage.
query.history,query,history,39,cache_origin_statement_id,string,"Statement id of query that inserted result in cache when result is fetched from cache, otherwise store the query's statement id."
query.history,query,history,40,query_parameters,"struct<named_parameters:map<string,struct<exprs:array<struct<tag:string,data_type:struct<type_name:string,type_ddl:string,redacted_type_ddl:string>,literal:struct<data_type:struct<type_name:string,type_ddl:string,redacted_type_ddl:string>,int_value:int,long_value:bigint,double_value:double,float_value:float,byte_value:int,short_value:int,string_value:string,boolean_value:boolean,decimal_value:struct<value:string,precision:int,scale:int>,binary_value:binary,timestamp_value:bigint,timestamp_ntz_value:bigint,date_value:bigint,calendar_interval_value:struct<months:int,days:int,microseconds:bigint>,day_time_interval_value:bigint,year_month_interval_value:int>,seq_expression:struct<children:array<bigint>>,function:struct<function_name:string,arguments:array<bigint>>,alias:struct<expr:bigint,name:array<string>,metadata:string>,sort_order:struct<child:bigint,direction:string,null_ordering:string>,lambda_function:struct<function:bigint,arguments:array<struct<name_parts:array<string>>>>,window:struct<window_function:bigint,partition_spec:array<bigint>,order_spec:array<bigint>>,unresolved_extract_value:struct<child:bigint,extraction:bigint>,update_fields:struct<struct_expression:bigint,field_name:string,value_expression:bigint>,unresolved_named_lambda_variable:struct<name_parts:array<string>>,named_argument_expression:struct<key:string,value:bigint>,id:bigint>>>>,pos_parameters:array<struct<exprs:array<struct<tag:string,data_type:struct<type_name:string,type_ddl:string,redacted_type_ddl:string>,literal:struct<data_type:struct<type_name:string,type_ddl:string,redacted_type_ddl:string>,int_value:int,long_value:bigint,double_value:double,float_value:float,byte_value:int,short_value:int,string_value:string,boolean_value:boolean,decimal_value:struct<value:string,precision:int,scale:int>,binary_value:binary,timestamp_value:bigint,timestamp_ntz_value:bigint,date_value:bigint,calendar_interval_value:struct<months:int,days:int,microseconds:bigint>,day_time_interval_value:bigint,year_month_interval_value:int>,seq_expression:struct<children:array<bigint>>,function:struct<function_name:string,arguments:array<bigint>>,alias:struct<expr:bigint,name:array<string>,metadata:string>,sort_order:struct<child:bigint,direction:string,null_ordering:string>,lambda_function:struct<function:bigint,arguments:array<struct<name_parts:array<string>>>>,window:struct<window_function:bigint,partition_spec:array<bigint>,order_spec:array<bigint>>,unresolved_extract_value:struct<child:bigint,extraction:bigint>,update_fields:struct<struct_expression:bigint,field_name:string,value_expression:bigint>,unresolved_named_lambda_variable:struct<name_parts:array<string>>,named_argument_expression:struct<key:string,value:bigint>,id:bigint>>>>,truncated:boolean>",Query parameters values associated with the query. Only one of named_parameters or pos_parameters can be populated.
query.history,query,history,41,query_tags,"map<string,string>",The user-supplied custom tags associated with this statement execution.
query.history,query,history,42,pruned_files_bytes,bigint,The number of bytes of files pruned after table partition and file pruning.
query.history,query,history,43,read_files_bytes,bigint,The number of bytes of files read after table partition and file pruning.
replication.states,replication,states,0,event_id,string,Random unique identifier for this event (UUID).
replication.states,replication,states,1,event_time,timestamp,When the event was emitted.
replication.states,replication,states,2,account_id,string,Account the failover group belongs to.
replication.states,replication,states,3,failover_group_name,string,Fully qualified name of the failover group.
replication.states,replication,states,4,replication_state,string,Replication state at heartbeat emission time.
replication.states,replication,states,5,errors,"array<struct<error:struct<error_class:string,parameters:map<string,string>,message:string>,affected_assets_counts:array<struct<asset_type:string,failing_count:bigint>>>>",Aggregated errors blocking replication or operation progress.
replication.states,replication,states,6,replication_lag_ms,bigint,Milliseconds since the last successful replication.
replication.states,replication,states,7,effective_primary_region,string,Primary region at heartbeat emission time.
serving.endpoint_usage,serving,endpoint_usage,0,workspace_id,string,The workspace ID for the workspace in which the serving endpoint exists.
serving.endpoint_usage,serving,endpoint_usage,1,account_id,string,The Databricks account ID of the workspace associated with the serving endpoint.
serving.endpoint_usage,serving,endpoint_usage,2,client_request_id,string,The user provided request identifier that can be specified in the model serving request body.
serving.endpoint_usage,serving,endpoint_usage,3,databricks_request_id,string,A Databricks generated request identifier attached to all model serving requests.
serving.endpoint_usage,serving,endpoint_usage,4,requester,string,The name or email of the user or service principal whose permissions are used for the invocation request of the serving endpoint.
serving.endpoint_usage,serving,endpoint_usage,5,status_code,int,The HTTP status code that was returned from the model.
serving.endpoint_usage,serving,endpoint_usage,6,request_time,timestamp,The timestamp at which the request is received.
serving.endpoint_usage,serving,endpoint_usage,7,input_token_count,bigint,The token count of the input.
serving.endpoint_usage,serving,endpoint_usage,8,output_token_count,bigint,The token count of the output.
serving.endpoint_usage,serving,endpoint_usage,9,input_character_count,bigint,The character count of the input string or prompt.
serving.endpoint_usage,serving,endpoint_usage,10,output_character_count,bigint,The character count of the output string of the response.
serving.endpoint_usage,serving,endpoint_usage,11,usage_context,"map<string,string>",The user provided map containing identifiers of the end user or the customer application that makes the call to the endpoint. See [Further define usage with usage_context](https://docs.databricks.com/en/ai-gateway/configure-ai-gateway-endpoints.html#usage-context).
serving.endpoint_usage,serving,endpoint_usage,12,request_streaming,boolean,Whether the request is in stream mode.
serving.endpoint_usage,serving,endpoint_usage,13,served_entity_id,string,The unique ID used to join with the system.serving.served_entities dimension table to lookup information about the endpoint and served entity.
serving.served_entities,serving,served_entities,0,served_entity_id,string,The unique ID of the served entity.
serving.served_entities,serving,served_entities,1,account_id,string,The Databricks account ID of the workspace associated with the serving endpoint.
serving.served_entities,serving,served_entities,2,workspace_id,string,The workspace ID for the workspace in which the serving endpoint exists.
serving.served_entities,serving,served_entities,3,created_by,string,"The name of the creator. Can be a user, service principal, or group name."
serving.served_entities,serving,served_entities,4,endpoint_name,string,The name of the serving endpoint.
serving.served_entities,serving,served_entities,5,endpoint_id,string,The unique ID of the serving endpoint.
serving.served_entities,serving,served_entities,6,served_entity_name,string,The name of the served entity.
serving.served_entities,serving,served_entities,7,entity_type,string,"Type of the entity that is served. Can be FEATURE_SPEC, EXTERNAL_MODEL, FOUNDATION_MODEL, or CUSTOM_MODEL"
serving.served_entities,serving,served_entities,8,entity_name,string,"The underlying name of the entity. Different from the served_entity_name which is a user provided name. For example, entity_name is the name of the Unity Catalog model."
serving.served_entities,serving,served_entities,9,entity_version,string,The version of the served entity.
serving.served_entities,serving,served_entities,10,endpoint_config_version,int,The version of the endpoint configuration.
serving.served_entities,serving,served_entities,11,task,string,"The task type. Can be llm/v1/chat, llm/v1/completions, or llm/v1/embeddings."
serving.served_entities,serving,served_entities,12,external_model_config,struct<provider:string>,"Configurations for external models. For example, {Provider: OpenAI}"
serving.served_entities,serving,served_entities,13,foundation_model_config,"struct<min_provisioned_throughput:bigint,max_provisioned_throughput:bigint>","Configurations for foundation models. For example,{min_provisioned_throughput: 2200, max_provisioned_throughput: 4400}"
serving.served_entities,serving,served_entities,14,custom_model_config,"struct<min_concurrency:int,max_concurrency:int,compute_type:string>","Configurations for custom models. For example,{ min_concurrency: 0, max_concurrency: 4, compute_type: CPU }"
serving.served_entities,serving,served_entities,15,feature_spec_config,"struct<min_concurrency:int,max_concurrency:int,compute_type:string>","Configurations for feature specifications. For example, { min_concurrency: 0, max_concurrency: 4, compute_type: CPU }"
serving.served_entities,serving,served_entities,16,change_time,timestamp,Timestamp of change for the served entity.
serving.served_entities,serving,served_entities,17,endpoint_delete_time,timestamp,"Timestamp of entity deletion. The endpoint is the container for the served entity. After the endpoint is deleted, the served entity is also deleted."
sharing.materialization_history,sharing,materialization_history,0,sharing_materialization_id,string,A unique ID for this data materialization.
sharing.materialization_history,sharing,materialization_history,1,account_id,string,The ID of the Databricks account where the materialization was created.
sharing.materialization_history,sharing,materialization_history,2,workspace_id,string,The ID of the Databricks workspace where the materialization was billed to.
sharing.materialization_history,sharing,materialization_history,3,recipient_name,string,The name of the downstream recipient using the data materialization.
sharing.materialization_history,sharing,materialization_history,4,provider_name,string,The name of the upstream provider using the data materialization.
sharing.materialization_history,sharing,materialization_history,5,share_name,string,Name of share used to create materialization.
sharing.materialization_history,sharing,materialization_history,6,schema_name,string,Name of the schema of the shared asset used to create materialization.
sharing.materialization_history,sharing,materialization_history,7,table_name,string,Name of the table used to create materialization.
sharing.materialization_history,sharing,materialization_history,8,created_at,timestamp,Timestamp of when the materialization was created.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,0,account_id,string,ID of the account.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,1,workspace_id,string,The ID of the workspace in which predictive optimization ran the operation.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,2,start_time,timestamp,The time at which the operation started. Timezone information is recorded at the end of the value with +00:00 representing UTC.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,3,end_time,timestamp,The time at which the operation ended. Timezone information is recorded at the end of the value with +00:00 representing UTC.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,4,metastore_name,string,The name of the metastore to which the optimized table belongs.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,5,metastore_id,string,The ID of the metastore to which the optimized table belongs.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,6,catalog_name,string,The name of the catalog to which the optimized table belongs.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,7,schema_name,string,The name of the schema to which the optimized table belongs.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,8,table_name,string,The name of the optimized table.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,9,table_id,string,The ID of the optimized table.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,10,operation_type,string,The optimization operation which was performed.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,11,operation_id,string,The ID for the optimization operation.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,12,operation_status,string,The status of the optimization operation. The value will be SUCCESSFUL or FAILED with a specific error type.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,13,operation_metrics,"map<string,string>",Additional details about the specific optimization that was performed.
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,14,usage_unit,string,The unit of usage that this operation incurred. 
storage.predictive_optimization_operations_history,storage,predictive_optimization_operations_history,15,usage_quantity,"decimal(38,18)",The amount of the usage unit that was used by this operation.
